occurrenceID,basisOfRecord,institutionCode,datasetName,occurrenceStatus,eventID,materialSampleID,eventDate,organismQuantity,organismQuantityType,sampleSizeValue,sampleSizeUnit,samplingProtocol,associatedSequences,identificationReferences,identificationRemarks,locationID,decimalLatitude,decimalLongitude,countryCode,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,habitat,occurrenceRemarks,eventRemarks,datasetID,verbatimIdentification,scientificNameID,scientificName,taxonRank,taxonId,taxonConceptID,catalogNumber
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu437,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;NA;NA;NA,urn:lsid:marinespecies.org:taxname:150175,Paramenophia,Genus,Otu437,NCBI:512235,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu229,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu229,NCBI:6657,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu222,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,568,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu222,NCBI:6546,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu223,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2391,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu223,NCBI:6546,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu938,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,13,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Howeina;NA;NA;NA,urn:lsid:marinespecies.org:taxname:422842,Howeina,Genus,Otu938,NCBI:182551,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu355,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,18,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu355,NCBI:6546,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu350,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,78,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu350,NCBI:6657,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu351,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,191,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu351,NCBI:6546,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu643,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,8,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu643,NCBI:6546,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu2230,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,5,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu2230,NCBI:7713,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu2231,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,4,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Echinodermata;NA;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1806,Echinodermata,Phylum,Otu2231,NCBI:7586,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu2232,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Centropages;NA;NA;NA,urn:lsid:marinespecies.org:taxname:104159,Centropages,Genus,Otu2232,NCBI:136182,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu2233,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudina;NA;NA;NA,urn:lsid:marinespecies.org:taxname:562703,Lecudina,Genus,Otu2233,NCBI:198478,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu2234,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudina;NA;NA;NA,urn:lsid:marinespecies.org:taxname:562703,Lecudina,Genus,Otu2234,NCBI:198478,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu2235,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1078,Ostracoda,Class,Otu2235,NCBI:6670,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu2236,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1078,Ostracoda,Class,Otu2236,NCBI:6670,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu2237,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Cyclopina;NA;NA;NA,urn:lsid:marinespecies.org:taxname:106437,Cyclopina,Genus,Otu2237,NCBI:938102,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu349,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,47,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,uncertain classification (not marine),Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1066,Crustacea,Subphylum,Otu349,NCBI:6657,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu2122,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,2,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Cyclopina;NA;NA;NA,urn:lsid:marinespecies.org:taxname:106437,Cyclopina,Genus,Otu2122,NCBI:938102,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu1240,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,17,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:1839,Ascidiacea,Class,Otu1240,NCBI:7713,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu1241,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,5,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu1241,NCBI:6546,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu1242,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,16,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu1242,NCBI:6546,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1:Otu87,MaterialSample,ARMS-MBON,data_release_002,present,ARMS_SWC_Preemraff1_20200401_20200715,SAMEA7685773,2020-04-01/2020-07-15,104,DNA sequence reads,13059,DNA sequence reads,https://github.com/arms-mbon/documentation/tree/main/armsmbon_handbook,ERR4914096,PEMA v2.1.4 https://github.com/hariszaf/pema | https://github.com/arms-mbon/analysis_release_002/tree/main/parameter_files,CREST classifier; Minimum bit-score 155; LCA bitscore range 2% | PR2 v4.13 | VSEARCH v2.9.1; clustering similarity 97%,45G1 (http://marineregions.org/mrgid/42012),58.3533,11.43486,SE,SWC_Preemraff1,3.0,3.0,Industrial port; industrial; 9.2 - Subtidal Rock and Rocky Reefs,,Was a crate cover used when retrieving the unit: not provided; Which component of the ARMS unit material was extracted: Motile,https://github.com/arms-mbon/data_release_002,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;NA;NA;NA;NA,urn:lsid:marinespecies.org:taxname:210,Mytilida,Order,Otu87,NCBI:6546,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1
